query,sql,natural_answer,natural_answer_clean,keywords
내가 받을 수 있는 지원 혜택이 무엇인지 추천해 주세요.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE (min_age <= 0 AND max_age >= 0) LIMIT 15;","당신이 받을 수 있는 지원 혜택은 다음과 같습니다:

1. **합작수산물 관세 감면**: 수입 수산물에 대한 관세를 감면 받을 수 있습니다.
   
2. **원양어업 경영자금 지원**: 원양어업에 종사하는 어업인을 위한 경영자금 지원이 가능하며, 융자 형태로 제공됩니다.

3. **해양사고 관련 법률 지원**: 해양사고 발생 시 법률 지원을 받을 수 있으며, 국선변론인 서비스도 포함되어 있습니다.

4. **고가의 수산장비 구입 비용 지원**: 수산장비를 구입할 때, 융자 형태로 지원을 받을 수 있습니다.

5. **귀어 창업 및 주택구입 지원(융자)**: 귀어 후 창업이나 주택 구입을 지원하는 프로그램입니다.

6. **원양어선의 안전성 확보와 어선원 복지 증진**: 원양어선의 안전 관리와 어선원 복지를 위해 현금 지원이 가능합니다.

7. **국제옵서버를 승선시킨 원양선사에 승선경비 및 활동 지원**: 국제 옵서버를 승선시키는 원양선사에 대한 지원도 제공됩니다.

8. **친환경 에너지 절감 장비 보급**: 어업인 대상으로 에너지 절감 장비를 보급하고 현금 지원을 제공합니다.

9. **주택도시기금 주거안정 월세대출 요건 충족 시 월세자금보증 지원**: 월세 자금보증을 통해 주거안정을 도와줄 수 있습니다.

10. **산지 및 소비지 유통자금 융자 지원**: 수산물의 산지 유통과 소비지에 대한 융자 지원이 가능합니다.

이와 같은 다양한 지원 프로그램이 있으니, 해당되는 사항에 대해 자세히 알아보시고 신청하시기 바랍니다!","당신이 받을 수 있는 지원 혜택은 다음과 같습니다: 합작수산물 관세 감면: 수입 수산물에 대한 관세를 감면 받을 수 있습니다. 원양어업 경영자금 지원: 원양어업에 종사하는 어업인을 위한 경영자금 지원이 가능하며, 융자 형태로 제공됩니다. 해양사고 관련 법률 지원: 해양사고 발생 시 법률 지원을 받을 수 있으며, 국선변론인 서비스도 포함되어 있습니다. 고가의 수산장비 구입 비용 지원: 수산장비를 구입할 때, 융자 형태로 지원을 받을 수 있습니다. 귀어 창업 및 주택구입 지원(융자): 귀어 후 창업이나 주택 구입을 지원하는 프로그램입니다. 원양어선의 안전성 확보와 어선원 복지 증진: 원양어선의 안전 관리와 어선원 복지를 위해 현금 지원이 가능합니다. 국제옵서버를 승선시킨 원양선사에 승선경비 및 활동 지원: 국제 옵서버를 승선시키는 원양선사에 대한 지원도 제공됩니다. 친환경 에너지 절감 장비 보급: 어업인 대상으로 에너지 절감 장비를 보급하고 현금 지원을 제공합니다. 주택도시기금 주거안정 월세대출 요건 충족 시 월세자금보증 지원: 월세 자금보증을 통해 주거안정을 도와줄 수 있습니다. 산지 및 소비지 유통자금 융자 지원: 수산물의 산지 유통과 소비지에 대한 융자 지원이 가능합니다. 이와 같은 다양한 지원 프로그램이 있으니, 해당되는 사항에 대해 자세히 알아보시고 신청하시기 바랍니다!","지원 혜택, 합작수산물 관세 감면, 원양어업 경영자금 지원, 해양사고 관련 법률 지원, 수산장비 구입 비용 지원, 귀어 창업 및 주택구입 지원"
특정 조건 없이 누구나 받을 수 있는 지원금은 무엇인가요?,SELECT * FROM benefits WHERE min_age <= 0 AND max_age >= 0 AND (gender = '' OR gender = '') LIMIT 15;,"특정 조건 없이 누구나 받을 수 있는 지원금에는 '관세감면' 프로그램이 있습니다. 이 지원은 적법하게 채포한 수산물을 국내로 수입하는 개인이나 법인에게 관세를 감면해주는 혜택입니다. 신청은 온라인으로 가능하며, 수시로 진행됩니다. 

또한, 월세 자금 보증 프로그램도 있습니다. 이 프로그램은 주택도시기금 주거안정 월세대출 요건을 충족하는 대상자에게 월세 계약에 대해 월세금의 90%를 지원합니다. 신청은 현장 방문을 통해 가능하며, 주택금융공사와 연결되어 진행됩니다.

이와 같이 여러 가지 지원금을 통해 다양한 필요를 충족할 수 있습니다.","특정 조건 없이 누구나 받을 수 있는 지원금에는 '관세감면' 프로그램이 있습니다. 이 지원은 적법하게 채포한 수산물을 국내로 수입하는 개인이나 법인에게 관세를 감면해주는 혜택입니다. 신청은 온라인으로 가능하며, 수시로 진행됩니다. 또한, 월세 자금 보증 프로그램도 있습니다. 이 프로그램은 주택도시기금 주거안정 월세대출 요건을 충족하는 대상자에게 월세 계약에 대해 월세금의 90%를 지원합니다. 신청은 현장 방문을 통해 가능하며, 주택금융공사와 연결되어 진행됩니다. 이와 같이 여러 가지 지원금을 통해 다양한 필요를 충족할 수 있습니다.","지원금, 관세감면, 수산물, 월세 자금 보증 프로그램, 주거안정"
청소년을 대상으로 하는 프로그램은 어떤 것들이 있나요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE min_age <= 19 AND max_age >= 13 LIMIT 15;","청소년을 대상으로 하는 프로그램으로는 현재 제공된 데이터베이스 조회 결과에는 특정하게 청소년을 대상으로 한 프로그램이 포함되어 있지 않습니다. 그러나 다양한 지원 프로그램이 어업인과 관련된 내용으로 구성되어 있으며, 이는 사회적 약자를 위한 법률 지원, 창업 및 주택 구입 지원, 에너지 절감 장비 보급 등으로 분류됩니다.

청소년을 위한 프로그램을 찾으신다면 지역 사회복지센터, 교육청 또는 청소년 센터에서 제공하는 다양한 프로그램을 확인해 보시는 것이 좋습니다. 또한 교육과 관련된 어업인 역량 강화 교육이나 안전조업 교육이 간접적으로 청소년에게 도움이 될 수 있는 부분이 있을지도 모릅니다. 추가적인 정보가 필요하시면 더 구체적인 프로그램을 찾아보도록 하겠습니다.","청소년을 대상으로 하는 프로그램으로는 현재 제공된 데이터베이스 조회 결과에는 특정하게 청소년을 대상으로 한 프로그램이 포함되어 있지 않습니다. 그러나 다양한 지원 프로그램이 어업인과 관련된 내용으로 구성되어 있으며, 이는 사회적 약자를 위한 법률 지원, 창업 및 주택 구입 지원, 에너지 절감 장비 보급 등으로 분류됩니다. 청소년을 위한 프로그램을 찾으신다면 지역 사회복지센터, 교육청 또는 청소년 센터에서 제공하는 다양한 프로그램을 확인해 보시는 것이 좋습니다. 또한 교육과 관련된 어업인 역량 강화 교육이나 안전조업 교육이 간접적으로 청소년에게 도움이 될 수 있는 부분이 있을지도 모릅니다. 추가적인 정보가 필요하시면 더 구체적인 프로그램을 찾아보도록 하겠습니다.","청소년, 프로그램, 지원, 사회적 약자, 교육"
한부모와 다자녀 가구가 받을 수 있는 혜택은 무엇인가요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE household_category LIKE '%한부모%' AND household_category LIKE '%다자녀%' LIMIT 15;","한부모와 다자녀 가구가 받을 수 있는 혜택에는 여러 가지가 있습니다. 특히 아래와 같은 지원 프로그램이 있습니다:

1. **공공임대주택 지원**: 저소득층 및 취약계층을 위해 공공임대주택을 제공하여 주거 안정을 지원하는 프로그램이 있습니다.

2. **상하수도 요금 감면**: 한부모 가정에 대해서는 상하수도 요금을 감면하는 혜택이 마련되어 있습니다.

이 외에도 각 지역에 따라 특정 프로그램이나 지원이 있을 수 있으므로, 거주하는 지역의 복지센터나 관련 기관에 문의하시면 보다 구체적인 정보를 얻을 수 있습니다.","한부모와 다자녀 가구가 받을 수 있는 혜택에는 여러 가지가 있습니다. 특히 아래와 같은 지원 프로그램이 있습니다: 공공임대주택 지원: 저소득층 및 취약계층을 위해 공공임대주택을 제공하여 주거 안정을 지원하는 프로그램이 있습니다. 상하수도 요금 감면: 한부모 가정에 대해서는 상하수도 요금을 감면하는 혜택이 마련되어 있습니다. 이 외에도 각 지역에 따라 특정 프로그램이나 지원이 있을 수 있으므로, 거주하는 지역의 복지센터나 관련 기관에 문의하시면 보다 구체적인 정보를 얻을 수 있습니다.","한부모와 다자녀, 혜택, 공공임대주택, 상하수도 요금 감면, 복지센터"
서구 57세 여자 이용권 혜택 이 있어요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%서구%' AND min_age <= 57 AND max_age >= 57 AND (gender = '여자' OR gender = '') AND support_type LIKE '%이용권%' LIMIT 15;","서구에 거주하는 57세 여성을 위한 특정한 이용권 혜택에 대한 정보는 확인되지 않았습니다. 그러나 장애인 평생교육 이용권과 여성 농업인 대상의 행복바우처와 같은 지원 프로그램이 존재합니다. 만약 장애인이나 여성 농업인에 해당하신다면, 관련 혜택을 검토해 보실 수 있을 것입니다. 추가적인 정보가 필요하시다면, 구체적인 조건을 알려주시면 더 도와드릴 수 있습니다.","서구에 거주하는 57세 여성을 위한 특정한 이용권 혜택에 대한 정보는 확인되지 않았습니다. 그러나 장애인 평생교육 이용권과 여성 농업인 대상의 행복바우처와 같은 지원 프로그램이 존재합니다. 만약 장애인이나 여성 농업인에 해당하신다면, 관련 혜택을 검토해 보실 수 있을 것입니다. 추가적인 정보가 필요하시다면, 구체적인 조건을 알려주시면 더 도와드릴 수 있습니다.","서구, 여성, 이용권, 장애인, 농업인"
충청북도 남자 64세 다자녀가구 서비스 혜택 알 수 있을까요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%충청북도%' AND (gender = '남자' OR gender = '') AND min_age <= 64 AND max_age >= 64 AND household_category LIKE '%다자녀가구%' LIMIT 15;","충청북도에 거주하는 64세 남성이 다자녀가구일 경우, 이용할 수 있는 서비스 혜택 중 하나는 '문화시설 이용요금 감면'입니다. 이는 초정행궁 등에서 제공되는 혜택으로, 문화시설 이용 시 요금이 감면됩니다. 추가적인 서비스나 혜택에 대한 정보가 필요하시면 관련 기관에 문의하시거나 웹사이트를 참고하시면 좋습니다.","충청북도에 거주하는 64세 남성이 다자녀가구일 경우, 이용할 수 있는 서비스 혜택 중 하나는 '문화시설 이용요금 감면'입니다. 이는 초정행궁 등에서 제공되는 혜택으로, 문화시설 이용 시 요금이 감면됩니다. 추가적인 서비스나 혜택에 대한 정보가 필요하시면 관련 기관에 문의하시거나 웹사이트를 참고하시면 좋습니다.","충청북도, 64세 남성, 다자녀가구, 문화시설 이용요금 감면, 혜택"
충청북도 남자 64세 다자녀가구 서비스 혜택 이 있나요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%충청북도%' AND (min_age <= 64 AND max_age >= 64) AND (gender = '남자' OR gender = '') AND household_category LIKE '%다자녀가구%' LIMIT 15;","충청북도에 거주하는 64세 남성 중 다자녀 가구인 경우, '문화시설 이용요금 감면' 서비스 혜택이 제공됩니다. 이와 관련된 혜택은 초정행궁을 포함한 문화시설에서 적용되며, 장애인 등록 여부에 따라 다소 차이가 있을 수 있습니다. 추가적인 정보나 신청 방법에 대해 궁금한 점이 있으시면 언제든지 문의해 주세요!","충청북도에 거주하는 64세 남성 중 다자녀 가구인 경우, '문화시설 이용요금 감면' 서비스 혜택이 제공됩니다. 이와 관련된 혜택은 초정행궁을 포함한 문화시설에서 적용되며, 장애인 등록 여부에 따라 다소 차이가 있을 수 있습니다. 추가적인 정보나 신청 방법에 대해 궁금한 점이 있으시면 언제든지 문의해 주세요!","충청북도, 64세 남성, 다자녀 가구, 문화시설 이용요금 감면, 초정행궁"
단양군 62세 여자 현금 혜택 검색해줘.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%단양군%' AND min_age <= 62 AND max_age >= 62 AND (gender = '여자' OR gender = '') AND support_type LIKE '%현금%' LIMIT 15;","단양군에서 62세 여성을 위한 현금 혜택에 관련된 자료를 조회한 결과, 다음과 같은 지원 프로그램이 확인되었습니다:

1. **출산장려금 확대 지원**: 이 프로그램은 출산 가정을 대상으로 한 현금 지원이며, 산후 조리와 관련된 혜택을 포함하고 있습니다. 비록 직접적인 62세 여자 지원은 아니지만, 가족 구성원이나 자녀의 출산에 관한 지원이 가능한 점을 참고하실 수 있습니다.

그 외에도 귀농인 관련 프로그램이 주요하게 나왔으나, 이는 귀농인 및 농업 관련 지원에 초점을 맞춘 것이라 62세 여성에게 직접적인 현금 혜택과는 관련성이 낮을 것으로 보입니다.

더 궁금한 사항이 있으면 추가로 문의해 주세요!","단양군에서 62세 여성을 위한 현금 혜택에 관련된 자료를 조회한 결과, 다음과 같은 지원 프로그램이 확인되었습니다: 출산장려금 확대 지원: 이 프로그램은 출산 가정을 대상으로 한 현금 지원이며, 산후 조리와 관련된 혜택을 포함하고 있습니다. 비록 직접적인 62세 여자 지원은 아니지만, 가족 구성원이나 자녀의 출산에 관한 지원이 가능한 점을 참고하실 수 있습니다. 그 외에도 귀농인 관련 프로그램이 주요하게 나왔으나, 이는 귀농인 및 농업 관련 지원에 초점을 맞춘 것이라 62세 여성에게 직접적인 현금 혜택과는 관련성이 낮을 것으로 보입니다. 더 궁금한 사항이 있으면 추가로 문의해 주세요!","현금 혜택, 출산장려금, 산후 조리, 가정, 출산, 귀농인"
충청북도 여자 66세 다자녀가구 이용권 혜택 이 있나요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%충청북도%' AND (gender = '여자' OR gender = '') AND (min_age <= 66 AND max_age >= 66) AND household_category LIKE '%다자녀가구%' AND support_type LIKE '%이용권%' LIMIT 15;","충청북도에 거주하는 66세 여성에 대해 다자녀 가구 이용권 혜택으로는 '문화시설 이용요금 감면'이 제공됩니다. 이 혜택은 초정행궁을 포함한 여러 문화시설에서 적용되며, 장애인과 관련된 감면 조치도 있으니 참고하시기 바랍니다. 도움이 필요하시면 더 말씀해 주세요!","충청북도에 거주하는 66세 여성에 대해 다자녀 가구 이용권 혜택으로는 '문화시설 이용요금 감면'이 제공됩니다. 이 혜택은 초정행궁을 포함한 여러 문화시설에서 적용되며, 장애인과 관련된 감면 조치도 있으니 참고하시기 바랍니다. 도움이 필요하시면 더 말씀해 주세요!","충청북도, 66세 여성, 다자녀 가구, 문화시설 이용요금 감면, 초정행궁"
"충청북도 제천시에 사는 52살 여자, 해당사항 없음인데 받을 수 있는 생활안정 혜택 알려주세요.","SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%충청북도%' AND district LIKE '%제천시%' AND min_age <= 52 AND max_age >= 52 AND (gender = '여자' OR gender = '') AND benefit_category LIKE '%생활안정%' LIMIT 15;","충청북도 제천시에 거주하는 52세 여성으로서, 특별한 기준에 해당하지 않더라도 받을 수 있는 생활안정 혜택으로는 '국가보훈대상자에 대한 명예수당 및 사망위로금 지원'이 있습니다. 이 지원은 국가보훈과 관련되어 있으며, 도움이 필요하신 경우 제천시청이나 관련 기관에 문의하셔서 상세한 정보를 확인하시고 신청 절차를 알아보시는 것이 좋습니다.","충청북도 제천시에 거주하는 52세 여성으로서, 특별한 기준에 해당하지 않더라도 받을 수 있는 생활안정 혜택으로는 '국가보훈대상자에 대한 명예수당 및 사망위로금 지원'이 있습니다. 이 지원은 국가보훈과 관련되어 있으며, 도움이 필요하신 경우 제천시청이나 관련 기관에 문의하셔서 상세한 정보를 확인하시고 신청 절차를 알아보시는 것이 좋습니다.","충청북도, 제천시, 여성, 국가보훈대상자, 생활안정 혜택"
대구광역시 여자 37세 한부모가정/조손가정 서비스 혜택 알려주세요.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%대구광역시%' AND (gender = '여자' OR gender = '') AND min_age <= 37 AND max_age >= 37 AND household_category LIKE '%한부모가정%' LIMIT 15;","대구광역시에 거주하는 37세 여자 한부모가정 또는 조손가정의 경우, 다음과 같은 서비스 혜택이 있습니다:

1. **저소득층 건강보험료 지원**: 저소득층을 대상으로 국민건강보험료 및 장기요양보험료가 지원됩니다. 이는 경제적 부담을 줄이는 데 도움이 될 수 있습니다.

2. **의료취약계층 보건의료 복지 사업**: 의료취약계층을 위한 건강상담 및 진료비 지원과 관련된 서비스가 제공되어, 필요한 의료 서비스를 받을 수 있도록 도와줍니다.

3. **생활 자립 지원 프로그램**: 취약계층을 위한 우선 임대를 통해 생활 자립을 지원하는 프로그램이 운영되고 있습니다. 이를 통해 안정적인 주거환경을 마련할 수 있습니다.

이 외에도 대구에서 제공하는 다양한 지원 프로그램이나 혜택이 있을 수 있으니, 구체적인 조건이나 추가적인 도움을 원하신다면 관할 행정 기관에 문의하여 더 많은 정보를 얻으시기 바랍니다.","대구광역시에 거주하는 37세 여자 한부모가정 또는 조손가정의 경우, 다음과 같은 서비스 혜택이 있습니다: 저소득층 건강보험료 지원: 저소득층을 대상으로 국민건강보험료 및 장기요양보험료가 지원됩니다. 이는 경제적 부담을 줄이는 데 도움이 될 수 있습니다. 의료취약계층 보건의료 복지 사업: 의료취약계층을 위한 건강상담 및 진료비 지원과 관련된 서비스가 제공되어, 필요한 의료 서비스를 받을 수 있도록 도와줍니다. 생활 자립 지원 프로그램: 취약계층을 위한 우선 임대를 통해 생활 자립을 지원하는 프로그램이 운영되고 있습니다. 이를 통해 안정적인 주거환경을 마련할 수 있습니다. 이 외에도 대구에서 제공하는 다양한 지원 프로그램이나 혜택이 있을 수 있으니, 구체적인 조건이나 추가적인 도움을 원하신다면 관할 행정 기관에 문의하여 더 많은 정보를 얻으시기 바랍니다.","대구광역시, 한부모가정, 조손가정, 저소득층, 건강보험료, 의료취약계층, 보건의료 복지, 생활 자립, 지원 프로그램, 대구, 지원 프로그램, 혜택, 행정 기관, 정보"
서구 43세 여자 서비스 혜택 알 수 있을까요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%서구%' AND min_age <= 43 AND max_age >= 43 AND (gender = '여자' OR gender = '') LIMIT 15;","서구에 거주하는 43세 여성에게 해당하는 서비스 혜택은 다음과 같습니다:

1. **장애인 평생교육 이용권 지원**: 장애인에게 제공되는 평생교육 이용권 지원 프로그램이 있습니다. 어머니와 자녀를 포함해 도움이 필요한 경우 연락해 보세요.

2. **둘째 이상 자녀 출산 가정에 대한 출산 지원금**: 둘째 아이나 셋째 아이를 출산하면 지원금을 받을 수 있는 혜택이 있습니다.

위의 혜택 외에도 다른 혜택을 더 알고 싶다면 서구청이나 주민센터에 문의해 보시는 것도 좋습니다. 필요하신 경우, 추가적인 정보가 필요하시면 말씀해 주세요!","서구에 거주하는 43세 여성에게 해당하는 서비스 혜택은 다음과 같습니다: 장애인 평생교육 이용권 지원: 장애인에게 제공되는 평생교육 이용권 지원 프로그램이 있습니다. 어머니와 자녀를 포함해 도움이 필요한 경우 연락해 보세요. 둘째 이상 자녀 출산 가정에 대한 출산 지원금: 둘째 아이나 셋째 아이를 출산하면 지원금을 받을 수 있는 혜택이 있습니다. 위의 혜택 외에도 다른 혜택을 더 알고 싶다면 서구청이나 주민센터에 문의해 보시는 것도 좋습니다. 필요하신 경우, 추가적인 정보가 필요하시면 말씀해 주세요!","서구 거주, 43세 여성, 서비스 혜택, 장애인 평생교육 이용권, 출산 지원금"
대전광역시 남자 58세 무주택세대 이용권 혜택 가르쳐주세요,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%대전광역시%' AND min_age <= 58 AND max_age >= 58 AND (gender = '남자' OR gender = '') AND support_type LIKE '%이용권%' LIMIT 15;","대전광역시에서 58세 남성으로 무주택세대인 경우 받을 수 있는 혜택 중 하나는 '장애인 평생교육 이용권 지원'입니다. 이 지원은 장애인을 대상으로 하며, 평생교육 프로그램을 이용할 수 있도록 도와주는 혜택입니다. 대전유성구에 거주하신다면 더욱 구체적인 지원 내용이나 조건을 확인하실 수 있을 것입니다. 추가적으로 필요한 정보를 알고 싶으시면 자세한 상담을 권장합니다.","대전광역시에서 58세 남성으로 무주택세대인 경우 받을 수 있는 혜택 중 하나는 '장애인 평생교육 이용권 지원'입니다. 이 지원은 장애인을 대상으로 하며, 평생교육 프로그램을 이용할 수 있도록 도와주는 혜택입니다. 대전유성구에 거주하신다면 더욱 구체적인 지원 내용이나 조건을 확인하실 수 있을 것입니다. 추가적으로 필요한 정보를 알고 싶으시면 자세한 상담을 권장합니다.","장애인, 평생교육, 대전광역시, 혜택, 지원"
대전광역시 남자 58세 무주택세대 이용권 혜택 찾아줘.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%대전광역시%' AND min_age <= 58 AND max_age >= 58 AND (gender = '남자' OR gender = '') AND support_type LIKE '%이용권%' LIMIT 15;","대전광역시에서 58세 남성에게 제공되는 무주택세대 이용권 혜택으로는 '장애인 평생교육 이용권 지원'이 있습니다. 이 혜택은 대전 유성구에서 제공되며, 장애인을 위한 평생교육 프로그램에 대한 지원을 포함합니다. 추가적인 정보가 필요하시거나 다른 혜택을 찾고 계시다면 말씀해 주세요!","대전광역시에서 58세 남성에게 제공되는 무주택세대 이용권 혜택으로는 '장애인 평생교육 이용권 지원'이 있습니다. 이 혜택은 대전 유성구에서 제공되며, 장애인을 위한 평생교육 프로그램에 대한 지원을 포함합니다. 추가적인 정보가 필요하시거나 다른 혜택을 찾고 계시다면 말씀해 주세요!","대전광역시, 58세 남성, 무주택세대 이용권, 장애인 평생교육 이용권, 유성구"
서구 67세 여자 이용권 혜택 찾고 싶어요.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%서구%' AND min_age <= 67 AND max_age >= 67 AND (gender = '여자' OR gender = '') AND support_type LIKE '%이용권%' LIMIT 15;","서구에 거주하는 67세 여자분을 위한 이용권 혜택으로는 ""여성 농업인에게 건강, 문화, 보건 등에 사용할 수 있는 바우처 지원""이 있습니다. 이 혜택은 여성농업인을 위한 것으로, 행복바우처를 통해 지원받을 수 있습니다. 더불어, 장애인 관련 혜택으로 ""장애인 평생교육 이용권 지원""도 있으나, 이는 장애인 대상이므로 해당하지 않을 수 있습니다. 추가로 문의하시거나 더 자세한 정보가 필요하시면 지역 관련 기관에 문의해보시길 권장드립니다.","서구에 거주하는 67세 여자분을 위한 이용권 혜택으로는 ""여성 농업인에게 건강, 문화, 보건 등에 사용할 수 있는 바우처 지원""이 있습니다. 이 혜택은 여성농업인을 위한 것으로, 행복바우처를 통해 지원받을 수 있습니다. 더불어, 장애인 관련 혜택으로 ""장애인 평생교육 이용권 지원""도 있으나, 이는 장애인 대상이므로 해당하지 않을 수 있습니다. 추가로 문의하시거나 더 자세한 정보가 필요하시면 지역 관련 기관에 문의해보시길 권장드립니다.","여성농업인, 바우처, 장애인, 평생교육, 혜택"
나주시 45세 여자 서비스 혜택 알고 싶어요.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%나주시%' AND min_age <= 45 AND max_age >= 45 AND (gender = '여자' OR gender = '') LIMIT 15;","나주시에 거주하는 45세 여성분을 위한 서비스 혜택으로는 '나주시 시민안전보험'이 있습니다. 이 보험은 시민의 안전을 위한 제도로, 다양한 사고나 재난 발생 시 피해를 보상하는 내용을 포함하고 있습니다. 시민안전보험은 시민의 안전을 중시하는 좋은 제도이니, 관심을 가져보시면 좋겠습니다. 더 궁금한 사항이 있다면 언제든지 문의해 주세요!","나주시에 거주하는 45세 여성분을 위한 서비스 혜택으로는 '나주시 시민안전보험'이 있습니다. 이 보험은 시민의 안전을 위한 제도로, 다양한 사고나 재난 발생 시 피해를 보상하는 내용을 포함하고 있습니다. 시민안전보험은 시민의 안전을 중시하는 좋은 제도이니, 관심을 가져보시면 좋겠습니다. 더 궁금한 사항이 있다면 언제든지 문의해 주세요!","나주시, 45세 여성분, 서비스 혜택, 나주시 시민안전보험, 시민의 안전, 보상, 제도, 사고, 재난, 관심, 문의"
강원특별자치도 여자 23세 신규전입가구 이용권 혜택 뭐가 있나요?,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%강원특별자치도%' AND min_age <= 23 AND max_age >= 23 AND (gender = '여자' OR gender = '') AND household_category LIKE '%신규전입가구%' AND support_type LIKE '%이용권%' LIMIT 15;","강원특별자치도에서 23세 여성이 신규 전입한 가구에 대해 제공되는 혜택으로는 '전입세대 지원'이 있습니다. 이 지원은 정선군에서 제공되며, 상품권이나 관광지 이용을 포함한 혜택이 포함되어 있습니다. 추가적인 정보는 해당 지역의 안내를 참고하시기 바랍니다.","강원특별자치도에서 23세 여성이 신규 전입한 가구에 대해 제공되는 혜택으로는 '전입세대 지원'이 있습니다. 이 지원은 정선군에서 제공되며, 상품권이나 관광지 이용을 포함한 혜택이 포함되어 있습니다. 추가적인 정보는 해당 지역의 안내를 참고하시기 바랍니다.","강원특별자치도, 23세 여성, 신규 전입, 전입세대 지원, 정선군, 혜택, 상품권, 관광지 이용, 안내"
증평군 24세 남자 서비스 혜택 을 알려줘,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE district LIKE '%증평군%' AND min_age <= 24 AND max_age >= 24 AND (gender = '남자' OR gender = '') LIMIT 15;","증평군에 거주하는 24세 남성을 위한 서비스 혜택으로는 다음과 같은 내용이 있습니다:

1. **과수 노력절감 생산 장비 지원**: 농업인으로서 과수 재배에 필요한 생산 장비를 지원받을 수 있는 혜택이 있습니다. 이는 농업의 생산성을 높이고 효율적인 작업을 돕는 지원 프로그램입니다.

2. **참전유공자의 국가 안보에 대한 예우**: 만약 해당 대상자가 참전유공자라면, 명예수당과 생활안정을 위한 다양한 지원을 받을 수 있습니다.

3. **소상공인 육성(지원) 자금**: 만약 해당 유권자가 소상공인을 운영하고 있다면, 소상공인 육성 자금을 통해 이차보전 및 대출 이자 지원 등의 혜택을 이용할 수 있습니다.

이 외에도 다른 서비스나 프로그램이 있을 수 있으니, 관련 기관에 문의하여 더 자세한 정보를 확인하는 것이 좋습니다.","증평군에 거주하는 24세 남성을 위한 서비스 혜택으로는 다음과 같은 내용이 있습니다: 과수 노력절감 생산 장비 지원: 농업인으로서 과수 재배에 필요한 생산 장비를 지원받을 수 있는 혜택이 있습니다. 이는 농업의 생산성을 높이고 효율적인 작업을 돕는 지원 프로그램입니다. 참전유공자의 국가 안보에 대한 예우: 만약 해당 대상자가 참전유공자라면, 명예수당과 생활안정을 위한 다양한 지원을 받을 수 있습니다. 소상공인 육성(지원) 자금: 만약 해당 유권자가 소상공인을 운영하고 있다면, 소상공인 육성 자금을 통해 이차보전 및 대출 이자 지원 등의 혜택을 이용할 수 있습니다. 이 외에도 다른 서비스나 프로그램이 있을 수 있으니, 관련 기관에 문의하여 더 자세한 정보를 확인하는 것이 좋습니다.","농업인, 과수 재배, 생산 장비, 참전유공자, 소상공인"
대구광역시 남자 67세 무주택세대 이용권 혜택 찾고 싶어요.,"SELECT benefit_summary, benefit_details, keywords FROM benefits WHERE area LIKE '%대구광역시%' AND min_age <= 67 AND max_age >= 67 AND (gender = '남자' OR gender = '') AND support_type LIKE '%이용권%' LIMIT 15;","대구광역시에서 남자 67세 무주택세대에 해당하는 분에게 적합한 혜택을 찾기는 어려운 상황입니다. 조회된 결과에는 장애인을 위한 다양한 지원 서비스와 이용권 정보가 포함되어 있지만, 무주택세대와 직접적으로 관련된 혜택은 나타나지 않았습니다. 

혹시 다른 종류의 지원이나 혜택에 대한 정보가 필요하시면 알려주세요. 추가적으로 필요한 사항이나 조건이 있으시면 말씀해 주시면 더욱 맞춤형으로 도와드릴 수 있습니다.","대구광역시에서 남자 67세 무주택세대에 해당하는 분에게 적합한 혜택을 찾기는 어려운 상황입니다. 조회된 결과에는 장애인을 위한 다양한 지원 서비스와 이용권 정보가 포함되어 있지만, 무주택세대와 직접적으로 관련된 혜택은 나타나지 않았습니다. 혹시 다른 종류의 지원이나 혜택에 대한 정보가 필요하시면 알려주세요. 추가적으로 필요한 사항이나 조건이 있으시면 말씀해 주시면 더욱 맞춤형으로 도와드릴 수 있습니다.","대구광역시, 남자 67세, 무주택세대, 혜택, 지원 서비스, 이용권, 장애인, 정보, 종류, 조건, 맞춤형"
